uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
A0A1D8C4M1	340345	Actinoalloteichus hymeniacidonis	Bacteria	7.2	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 65496, 340345	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus, Actinoalloteichus hymeniacidonis
A0A1L7F8E5	1612551	Actinoalloteichus sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 65496, 1612551	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus, Actinoalloteichus sp. GBA129-24
A0A0G3V1N4	1650658	Actinobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 52018, 78537, 1650658	root, no rank, superkingdom, no rank, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium IMCC26256
A0A0J0UTH7	1641811	Actinobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 52018, 78537, 1641811	root, no rank, superkingdom, no rank, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium IMCC26207
A0A0G3UZA1	1650658	Actinobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 52018, 78537, 1650658	root, no rank, superkingdom, no rank, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium IMCC26256
A0A0N0MLM2	1592327	Actinobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 52018, 78537, 1592327	root, no rank, superkingdom, no rank, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium OK074
A0A0N1ND03	1592327	Actinobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 52018, 78537, 1592327	root, no rank, superkingdom, no rank, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium OK074
A0A0N0MSK1	1592327	Actinobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 52018, 78537, 1592327	root, no rank, superkingdom, no rank, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium OK074
A0A0N1GGN2	1592327	Actinobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 52018, 78537, 1592327	root, no rank, superkingdom, no rank, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium OK074
A0A0N1G0C7	1592326	Actinobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 52018, 78537, 1592326	root, no rank, superkingdom, no rank, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), unclassified Actinobacteria (class) (miscellaneous), Actinobacteria bacterium OK006
A0A1V5PUM4	1852788	Actinobacteria bacterium	Bacteria	NA	NA	PF01266	1, 131567, 2, 1783272, 201174, 1752188, 1852788	root, no rank, superkingdom, no rank, phylum, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, unclassified Actinobacteria, Actinobacteria bacterium ADurb.Bin346
W7ILH9	909613	Actinokineospora spheciospongiae	Bacteria	NA	28.0	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 39845, 909613	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinokineospora, Actinokineospora spheciospongiae
A0A2P9IED3	1955414	Actinomadura parvosata	Bacteria	NA	28.0	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85012, 2012, 1988, 1955412, 1955414	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Actinomadura, Actinomadura parvosata, Actinomadura parvosata subsp. kistnae
A0A2P9IBG3	1955414	Actinomadura parvosata	Bacteria	NA	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85012, 2012, 1988, 1955412, 1955414	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Actinomadura, Actinomadura parvosata, Actinomadura parvosata subsp. kistnae
A0A2P4UIE7	1926885	Actinomadura sp.	Bacteria	7.17	29.0	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85012, 2012, 1988, 1926885	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Actinomadura, Actinomadura sp. 5-2
A0A1R4G0W3	1434822	Actinomycetales bacterium	Bacteria	NA	NA	PF01266	1, 131567, 2, 1783272, 201174, 1760, 2037, 38987, 105426, 1434822	root, no rank, superkingdom, no rank, phylum, class, order, no rank, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Actinomycetales, unclassified Actinomycetales, unclassified Actinomycetales (miscellaneous), Actinomycetales bacterium JB111
R9PTS0	1331007	Agarivorans albus	Bacteria	NA	25.0	PF01266	1, 131567, 2, 1224, 1236, 135622, 72275, 261825, 182262, 1331007	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Agarivorans, Agarivorans albus, Agarivorans albus MKT 106
A0A1S7PQU1	1183433	Agrobacterium fabrum	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1176649, 1183433	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium fabrum, Agrobacterium fabrum str. J-07
A0A1S7PQF0	1183433	Agrobacterium fabrum	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1176649, 1183433	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium fabrum, Agrobacterium fabrum str. J-07
A0A1S7PRC0	1183433	Agrobacterium fabrum	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1176649, 1183433	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium fabrum, Agrobacterium fabrum str. J-07
A0A1S7M775	1183430	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183401, 1183430	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 1, Agrobacterium genomosp. 1 str. TT111
A0A1S7MDK7	1183429	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183401, 1183429	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 1, Agrobacterium genomosp. 1 str. S56
A0A1S7QAV1	1183428	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183419, 1183428	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 13, Agrobacterium genomosp. 13 str. CFBP 6927
A0A1S7MDJ1	1183429	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183401, 1183429	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 1, Agrobacterium genomosp. 1 str. S56
A0A1S7M7E9	1183430	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183401, 1183430	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 1, Agrobacterium genomosp. 1 str. TT111
A0A1S7PEZ0	1631629	Agrobacterium sp.	Bacteria	7.06	28.0	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1631629	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium sp. NCPPB 925
A0A1S7MLC4	1183436	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183409, 1183436	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 2, Agrobacterium genomosp. 2 str. CFBP 5494
A0A1S7MKY1	1183436	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183409, 1183436	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 2, Agrobacterium genomosp. 2 str. CFBP 5494
A0A1S7Q4R6	1183427	Agrobacterium deltaense	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183412, 1183427	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium deltaense, Agrobacterium deltaense Zutra 3/1
A0A1S7TXY8	1183434	Agrobacterium salinitolerans	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183413, 1183434	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium salinitolerans, Agrobacterium salinitolerans str. Hayward 0363
A0A1S7TNM3	1183425	Agrobacterium deltaense	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183412, 1183425	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium deltaense, Agrobacterium deltaense NCPPB 1641
A0A1S7M6N8	1183430	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183401, 1183430	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 1, Agrobacterium genomosp. 1 str. TT111
A0A1S7TNM0	1183425	Agrobacterium deltaense	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183412, 1183425	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium deltaense, Agrobacterium deltaense NCPPB 1641
A0A1S7NUI0	1183426	Agrobacterium deltaense	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183412, 1183426	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium deltaense, Agrobacterium deltaense RV3
A0A1S7QSK4	1183428	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183419, 1183428	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 13, Agrobacterium genomosp. 13 str. CFBP 6927
A0A1S7Q804	1183432	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183410, 1183432	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 3, Agrobacterium genomosp. 3 str. CFBP 6623
A0A1S7TY46	1183434	Agrobacterium salinitolerans	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183413, 1183434	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium salinitolerans, Agrobacterium salinitolerans str. Hayward 0363
A0A1S7Q7C1	1183432	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183410, 1183432	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 3, Agrobacterium genomosp. 3 str. CFBP 6623
A0A1S7MKX0	1183436	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183409, 1183436	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 2, Agrobacterium genomosp. 2 str. CFBP 5494
A0A1S7MDD8	1183429	Agrobacterium genomosp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183400, 1183401, 1183429	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium tumefaciens complex, Agrobacterium genomosp. 1, Agrobacterium genomosp. 1 str. S56
A0A1S7PFD1	1631629	Agrobacterium sp.	Bacteria	7.06	28.0	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1631629	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium sp. NCPPB 925
A0A1S7TNM8	1183425	Agrobacterium deltaense	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227290, 357, 1183412, 1183425	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium, Agrobacterium deltaense, Agrobacterium deltaense NCPPB 1641
