uid	taxid	organism	superkingdom	ph	temperature	ec	synthesized	substrate_available	total_soluble	total_active	batch	glycolate	lactate	2-hydroxyglutarate	2-hydroxyoctanoate	2-hydroxystearate	mandelate	in_brenda	in_swissprot	pfam	max_database_sim	max_active_sim	max_all_sim
A0A0C1LF24	1515610.0	Prauserella sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	29.2	29.2
A0A0T6ADC9	1640514.0	Deltaproteobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	32.8	32.8
J0HUJ5	992016.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	14.3	14.0	14.3
B7N6P4	585056.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	Yes	Yes	Yes	Yes	first	No	No	Yes	No	Yes	No	No	No	PF01266	17.1	100.0	100.0
A0A0D8B9B7	1856.0	Frankia torreyi	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	29.9	29.9
D6EL10	457428.0	Streptomyces lividans	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	47.5	47.5
A0A0H4W4S4	103855.0	Bordetella hinzii	Bacteria	7.3	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	19.9	54.0	54.0
B7FUG8	556484.0	Phaeodactylum tricornutum	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	PF01070	100.0	33.8	100.0
A0A0M3VKM1	573.0	Klebsiella pneumoniae	Bacteria	7.07	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.2	89.1	89.1
Q96Y72	273063.0	Sulfurisphaera tokodaii	Archaea	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF02754,PF13183	15.8	16.1	16.1
B9MCK9	535289.0	Acidovorax ebreus	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.4	42.6	42.6
M9TZM2	1265601.0	Streptomyces sp.	Bacteria	7.2	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	48.0	48.0
W2V3M4	1274403.0	Legionella oakridgensis	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	42.5	37.0	42.5
G0UG28	1056112.0	Weissella thailandensis	Bacteria	6.35	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	57.3	57.3	57.3
A0A0W0VV04	466.0	Legionella maceachernii	Bacteria	6.9	37.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266	19.0	35.7	35.7
C7Q7H9	479433.0	Catenulispora acidiphila	Bacteria	7.2	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	24.1	23.6	24.1
T2LJU1	195.0	Campylobacter coli	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	34.2	34.2
E3HEK0	762376.0	Achromobacter xylosoxidans	Bacteria	7.14	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.4	20.4	20.4
S5UC18	1366607.0	Uncultured bacterium	Bacteria	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01070	39.5	37.6	39.5
H0TLA1	551947.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	16.9	16.5	16.9
A0A0C7L2N8	244366.0	Klebsiella variicola	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	88.4	88.4
E7SSC5	932676.0	Shigella boydii	Bacteria	7.3	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.5	96.9	96.9
B9NTK7	467661.0	Rhodobacteraceae bacterium	Bacteria	NA	NA	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01565,PF02913	16.6	26.6	26.6
A6GX56	402612.0	Flavobacterium psychrophilum	Bacteria	7.2	19.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	37.2	37.2
T1DVD0	1325130.0	Helicobacter fennelliae	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	32.0	32.0
A0A0E1UBQ8	595498.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF02801,PF08659,PF16197	9.9	10.4	10.4
E3IU20	298654.0	Frankia inefficax	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.1	33.0	34.1
Q6L072	263820.0	Picrophilus torridus	Archaea	1.5	55.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	30.7	30.7
U6FH10	1587.0	Lactobacillus helveticus	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.8	17.1	17.1
D4MUV9	649756.0	Anaerostipes hadrus	Bacteria	7.0	37.0	1.1.3.15	Yes	Yes	Yes	Yes	first	Yes	Yes	No	Yes	No	Yes	No	No	PF01565,PF02913	16.2	100.0	100.0
Q2LXM8	56780.0	Syntrophus aciditrophicus	Bacteria	6.93	37.0	1.1.3.15	No	NA	NA	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	35.7	35.7
A1K321	62928.0	Azoarcus sp.	Bacteria	7.22	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	39.9	46.5	46.5
A0A0M6YSN7	311410.0	Labrenzia alba	Bacteria	7.6	25.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	17.8	21.7	21.7
F4CUY7	675635.0	Pseudonocardia dioxanivorans	Bacteria	7.2	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.3	37.7	37.7
B7PME7	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	38.8	29.6	38.8
B7QE37	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	27.6	15.0	27.6
E2PL66	693750.0	Brucella sp.	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.1	25.4	25.4
W8GFP9	1427984.0	Candidatus hepatoplasma	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.1	25.5	25.5
A0A0K0HDL2	218493.0	Salmonella bongori	Bacteria	NA	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.3	92.4	92.4
C2K1F0	525361.0	Lactobacillus rhamnosus	Bacteria	6.35	37.0	1.1.3.15	Yes	Yes	Yes	Yes	second	Yes	Yes	No	Yes	No	Yes	No	No	PF01070	42.7	100.0	100.0
Q0AMS8	394221.0	Maricaulis maris	Bacteria	7.4	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	39.4	38.2	39.4
X8CCW7	1299331.0	Mycobacterium intracellulare	Bacteria	7.0	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	23.7	21.1	23.7
Q4FNZ1	335992.0	Candidatus pelagibacter	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.4	20.3	20.3
A0A0C1L853	1515610.0	Prauserella sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.7	33.1	33.1
F5SJF3	997346.0	Desmospora sp.	Bacteria	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF13183	15.8	15.2	15.8
U6EB70	1379702.0	Methanobacterium sp.	Archaea	7.22	41.0	1.1.3.15	Yes	Yes	No	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF00301,PF01070	23.6	24.3	24.3
A0A068N5J4	1147.0	Synechocystis sp.	Bacteria	NA	23.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.6	54.5	54.5
C2CYC5	525310.0	Lactobacillus brevis	Bacteria	6.35	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	57.5	47.8	57.5
A0A0D0SBV7	294.0	Pseudomonas fluorescens	Bacteria	7.07	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.6	52.0	52.0
B5KUM7	4232.0	Helianthus annuus	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	48.4	12.7	48.4
S7U073	886559.0	Geobacillus sp.	Bacteria	7.28	54.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	49.4	49.4
S7SU43	886559.0	Geobacillus sp.	Bacteria	7.28	54.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.6	22.7	22.7
A0A0W0U422	464.0	Fluoribacter gormanii	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	45.2	34.9	45.2
K9W256	1173022.0	Crinalium epipsammum	Bacteria	NA	25.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	49.6	41.4	49.6
L8F846	1214915.0	Mycolicibacterium smegmatis	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	32.7	32.7
I3X1H0	1185652.0	Sinorhizobium fredii	Bacteria	7.0	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	19.3	55.1	55.1
Q46UI1	264198.0	Cupriavidus pinatubonensis	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.2	37.4	37.4
C3KLX0	394.0	Sinorhizobium fredii	Bacteria	7.0	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	28.0	28.0
A4FNB1	405948.0	Saccharopolyspora erythraea	Bacteria	7.2	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	30.5	30.5
W0UZR8	1349767.0	Janthinobacterium agaricidamnosum	Bacteria	7.0	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	39.3	46.4	46.4
I4IBN0	1160279.0	Microcystis sp.	Bacteria	NA	22.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.5	30.4	30.4
A0A0J5Q9F3	1618204.0	Puniceibacterium sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	26.7	26.7
A2SED2	420662.0	Methylibium petroleiphilum	Bacteria	NA	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.4	27.9	27.9
A0A0B8ZQW9	546367.0	Hafnia paralvei	Bacteria	7.0	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.5	81.3	81.3
Q9SMD8	80365.0	Laminaria digitata	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	40.2	24.0	40.2
Q72LD1	262724.0	Thermus thermophilus	Bacteria	7.18	71.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.5	20.5	20.5
L9PP95	1198452.0	Janthinobacterium sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.9	28.3	28.3
A0A062Y9K4	1444037.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.1	99.1
A0A0T5WU15	28901.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	97.6	97.6
A0A0P7SMV0	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.1	99.1
A0A0H5BPQ4	1079.0	Blastochloris viridis	Bacteria	6.8	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.7	57.3	57.3
A0A0D6I3R9	287.0	Pseudomonas aeruginosa	Bacteria	7.16	34.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01266,PF04324	16.2	24.1	24.1
A0A0N2DMW0	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.1	98.1
F5SJF5	997346.0	Desmospora sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.3	30.6	30.6
V3DQA8	1328397.0	Klebsiella quasipneumoniae	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	87.9	87.9
U5QF75	1183438.0	Gloeobacter kilaueensis	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	31.3	31.3
Q3MD83	240292.0	Trichormus variabilis	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	48.4	39.5	48.4
D7FFM6	693745.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	16.2	14.1	16.2
A0A0N1R0I4	439843.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.3	97.4	97.4
L8FNN6	1214915.0	Mycolicibacterium smegmatis	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.0	32.2	32.2
B7UH79	574521.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
A0A0H6NVX5	666.0	Vibrio cholerae	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	47.1	47.1
X5JVY4	1164990.0	Richelia intracellularis	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	51.7	51.7
A0A0J6W3A3	1807.0	Mycolicibacterium obuense	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	18.5	23.7	23.7
A0A0U6D3T5	615.0	Serratia marcescens	Bacteria	7.07	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	14.1	45.5	45.5
A0A0N1GGN2	1592327.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.9	33.4	34.9
A6T2Q7	375286.0	Janthinobacterium sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183	9.1	10.3	10.3
A9IQN0	340100.0	Bordetella petrii	Bacteria	7.3	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.9	20.5	20.5
D3NRV6	137722.0	Azospirillum sp.	Bacteria	6.92	31.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.3	27.8	27.8
Q0K750	381666.0	Cupriavidus necator	Bacteria	6.89	29.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01565	18.4	21.1	21.1
A1SDE0	196162.0	Nocardioides sp.	Bacteria	7.45	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.4	60.6	60.6
S2DJ52	1189612.0	Indibacter alkaliphilus	Bacteria	NA	NA	1.1.3.15	Yes	Yes	Yes	Yes	second	No	No	Yes	No	No	No	No	No	PF01266	16.4	100.0	100.0
A0A0T9N0J6	1773.0	Mycobacterium tuberculosis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.8	18.8	18.8
F4TJD1	656419.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.7	93.9	93.9
G7M0E1	641107.0	Clostridium sp.	Bacteria	7.0	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	28.6	26.9	28.6
B6BCS1	439496.0	Rhodobacterales bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	27.5	27.5
B8LUI6	441959.0	Talaromyces stipitatus	Eukaryota	5.6	25.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF00173,PF01070	28.4	38.7	38.7
A0A0P0T9R4	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.6	98.6
A0A0K3JFD1	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.1	98.1
A0A0K4DLS2	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
A0A090QLU0	754436.0	Photobacterium aphoticum	Bacteria	7.6	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.8	36.9	36.9
G5RJB6	913083.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.2	86.7	86.7
H9UVR6	910348.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.6	98.6
S0FYJ5	1286635.0	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.5	29.9	29.9
V2C7N5	984235.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	96.4	96.4
I4H4C1	1160283.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	Yes	Yes	No	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	30.2	30.2
A0A0K1UJC3	2500155.0	None	None	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	98.1	98.1
A1BC61	318586.0	Paracoccus denitrificans	Bacteria	6.96	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.2	35.5	35.5
G6F8W6	1042400.0	Lactobacillus delbrueckii	Bacteria	6.17	37.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF02913	17.9	16.6	17.9
A0A0S3D3Q0	573.0	Klebsiella pneumoniae	Bacteria	7.07	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.6	89.6	89.6
A0A0Q2VWI2	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.8	98.8
A0A0K4GI43	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	41.0	41.0
A0A099UFT4	76936.0	Helicobacter typhlonius	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	32.6	32.6
W1FZV6	1432557.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	57.3	57.3
A0A0K9THB5	656416.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
Q8YB37	224914.0	Brucella melitensis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.9	26.4	26.4
A0A087EIS6	33905.0	Bifidobacterium thermophilum	Bacteria	6.8	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.2	85.4	85.4
Q7NQA5	243365.0	Chromobacterium violaceum	Bacteria	7.0	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183	10.6	11.1	11.1
A0A0H5CSE9	1653480.0	Alloactinosynnema sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.8	44.7	44.7
Q6HLP8	281309.0	[bacillus thuringiensis]	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.2	33.4	33.4
A0A0E1S8L7	425067.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197	8.3	9.3	9.3
Q3JHC3	320372.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	17.9	18.5	18.5
Q7V678	74547.0	Prochlorococcus marinus	Bacteria	NA	20.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.1	27.5	27.5
G9Z4V9	1002368.0	Yokenella regensburgei	Bacteria	7.0	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	CL0100,PF01266	16.6	87.0	87.0
G4T075	1091494.0	Methylomicrobium alcaliphilum	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.0	30.9	30.9
A0A0U6BZM9	615.0	Serratia marcescens	Bacteria	7.07	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	98.7	98.7
A0A0U6D3N8	615.0	Serratia marcescens	Bacteria	7.07	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	14.0	43.2	43.2
H0TJ83	551947.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.3	27.0	27.0
H0TEW0	551947.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	32.3	74.6	74.6
A0A0G3V1N4	1650658.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	38.8	40.3	40.3
A0A0J6YH39	1800.0	Mycolicibacterium chubuense	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	46.8	46.8
A0A0B7GBH8	244366.0	Klebsiella variicola	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	88.2	88.2
A0A0G3K8M6	1001989.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
G4CKD2	1032488.0	Neisseria shayeganii	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.7	21.1	21.1
A5TRL7	393480.0	Fusobacterium nucleatum	Bacteria	7.08	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	71.4	71.4
A0A0N7J9N3	1678129.0	Limnohabitans sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.7	21.4	21.4
