uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
W1QCJ3	871575	Ogataea parapolymorpha	Eukaryota	NA	NA	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 1005962, 871575	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea parapolymorpha, Ogataea parapolymorpha DL-1
A5LGF3	1378263	Ogataea philodendri	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 1378263	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea philodendri
A5LGE1	51923	Ogataea pignaliae	Eukaryota	NA	NA	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 51923	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea pignaliae
A5LGE2	51923	Ogataea pignaliae	Eukaryota	NA	NA	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 51923	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea pignaliae
A5LGF4	50267	Ogataea trehalophila	Eukaryota	6.5	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 50267	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea trehalophila
A5LGE8	1249076	Ogataea wickerhamii	Eukaryota	NA	26.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 1249076	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea wickerhamii
P04841	870730	Ogataea angusta	Eukaryota	NA	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 870730	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea angusta
A6PZG7	870730	Ogataea angusta	Eukaryota	NA	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 870730	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea angusta
A6PZG8	870730	Ogataea angusta	Eukaryota	NA	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 870730	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea angusta
A6PZG9	870730	Ogataea angusta	Eukaryota	NA	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 461281, 870730	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea, Ogataea angusta
Q5S059	300826	Pichia sp.	Eukaryota	NA	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 4919, 300826	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Pichia, Pichia sp. BZ159
Q5S060	300826	Pichia sp.	Eukaryota	NA	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 1156497, 4919, 300826	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Pichia, Pichia sp. BZ159
A0A0F4Z346	1408163	Rasamsonia emersonii	Eukaryota	NA	NA	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 1132856, 68825, 1408163	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Rasamsonia, Rasamsonia emersonii, Rasamsonia emersonii CBS 393.64
A0A084G0M1	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084FZ29	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084GGR8	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084FW90	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084GDC9	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084G6H0	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	PF00732, PF05199	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084FVR4	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084GBF2	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084G7M0	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	PF00732, PF05199	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
A0A084GCK7	563466	Scedosporium apiospermum	Eukaryota	NA	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687, 563466	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, subclass, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Microascaceae, Scedosporium, Scedosporium apiospermum
B8LTH8	441959	Talaromyces stipitatus	Eukaryota	5.6	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 5094, 28564, 441959	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces, Talaromyces stipitatus, Talaromyces stipitatus ATCC 10500
B8MHF8	441959	Talaromyces stipitatus	Eukaryota	5.6	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 5094, 28564, 441959	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces, Talaromyces stipitatus, Talaromyces stipitatus ATCC 10500
B8MSB1	441959	Talaromyces stipitatus	Eukaryota	5.6	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 5094, 28564, 441959	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces, Talaromyces stipitatus, Talaromyces stipitatus ATCC 10500
B8LTH7	441959	Talaromyces stipitatus	Eukaryota	5.6	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 5094, 28564, 441959	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces, Talaromyces stipitatus, Talaromyces stipitatus ATCC 10500
M5CAV1	1108050	Rhizoctonia solani	Eukaryota	5.6	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 36064, 5250, 1322061, 456999, 1108050	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, subphylum, class, no rank, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1 IB
M5C7F4	1108050	Rhizoctonia solani	Eukaryota	5.6	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 36064, 5250, 1322061, 456999, 1108050	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, subphylum, class, no rank, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1 IB
M5C784	1108050	Rhizoctonia solani	Eukaryota	5.6	24.0	PF00732, PF05199	1, 131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 36064, 5250, 1322061, 456999, 1108050	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, subphylum, class, no rank, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1 IB
M5CH40	1108050	Rhizoctonia solani	Eukaryota	5.6	24.0	PF00732, PF05199	1, 131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 36064, 5250, 1322061, 456999, 1108050	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, subphylum, class, no rank, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1 IB
M5CF32	1108050	Rhizoctonia solani	Eukaryota	5.6	24.0	PF05199	1, 131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 36064, 5250, 1322061, 456999, 1108050	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, subphylum, class, no rank, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1 IB
M5C8F8	1108050	Rhizoctonia solani	Eukaryota	5.6	24.0	PF05199	1, 131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 36064, 5250, 1322061, 456999, 1108050	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, subphylum, class, no rank, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1 IB
M5CC52	1108050	Rhizoctonia solani	Eukaryota	5.6	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 36064, 5250, 1322061, 456999, 1108050	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, subphylum, class, no rank, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1 IB
M5C2L8	1108050	Rhizoctonia solani	Eukaryota	5.6	24.0	PF05199	1, 131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 36064, 5250, 1322061, 456999, 1108050	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, subphylum, class, no rank, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1 IB
